,Smiles,Mol,score,h,Training,Success,enamine_searched,enamine_id
72,C(N(C(=O)C(N1C([C@@]2(C(=O)N(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])C([C@@]2(N(C(=O)C([H])([H])[H])[H])[H])([H])[H])c2c(c(Cl)c(c(c2C1=O)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7f0a6063d490>,6.05589,,True,True,False,
73,C([C@]1(C(N(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])C(=O)[C@]21C(N(C1(C([N+](C1([H])[H])([H])[H])([H])[H])[H])C(=O)c1c(c(c(Cl)c(c21)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7f0a704cf150>,6.27587,,True,True,False,
74,C([C@]1(C(N(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])C(=O)[C@]21C(N(C(c1c(c(on1)[H])[H])([H])[H])C(=O)c1c(c(c(F)c(c21)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7f09bc39ee30>,6.25357,,True,True,False,
75,C(Oc1c(c(c(c(C(N(C(=O)C(N2C([C@@]3(C(=O)N(c4c(nc(c5c(c(c(c(c45)[H])[H])[H])[H])[H])[H])C([C@@]3(C([H])([H])[H])[H])([H])[H])c3c(c(Cl)c(c(c3C2=O)[H])[H])[H])([H])[H])([H])[H])[H])([H])[H])c1[H])[H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7f09dc248a40>,6.28125,,True,True,False,
76,C([C@]1(C(N(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])C(=O)[C@]21C(N(C(C([N+](C([H])([H])[H])(C([H])([H])[H])[H])([H])[H])([H])[H])C(=O)c1c(c(c(Cl)c(c21)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7f097c3e1350>,6.05534,,True,True,False,
77,C(C(C([H])([H])[H])(C#N)c1c(c(c(N(C(c2c(c(c(c(Cl)c2[H])[H])[H])[H])([H])[H])C(=O)C(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])([H])[H])c(c1[H])[H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7f097c618680>,6.19448,,True,True,False,
78,C(OC(=O)N([C@](C(=O)N1C([C@](C(F)(F)F)(C([C@]1(C(=O)N([C@](C([N+]([H])([H])[H])([H])[H])(C([C@@]1(C(C(N(C1=O)[H])([H])[H])([H])[H])[H])([H])[H])[H])[H])[H])([H])[H])[H])([H])[H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])[H])([H])([H])[H],<rdkit.Chem.rdchem.Mol object at 0x7f0a1c7def80>,0.0,,True,False,False,
79,C(C1(C(C(N(C(=O)C(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])([H])[H])C(C1([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7f0a605fcd10>,4.91101,,True,True,False,
80,C([C@]1(C(N(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])C(=O)[C@]21C(N(C(c1c(c(nn1C([H])([H])[H])[H])[H])([H])[H])C(=O)c1c(c(c(F)c(c21)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7f09bc7a39c0>,6.034,,True,True,False,
81,C(c1nc(C(N2C([C@@]3(C(=O)N(c4c(nc(c5c(c(c(c(c45)[H])[H])[H])[H])[H])[H])C([C@@]3(C([H])([H])[H])[H])([H])[H])c3c(c(F)c(c(c3C2=O)[H])[H])[H])([H])[H])([H])[H])c(o1)[H])([H])([H])[H],<fegrow.package.RMol object at 0x7f09dc1d4ae0>,6.18525,,True,True,False,
82,C([C@]1(C(N(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])C(=O)[C@]21C(N(C(c1nc(c(o1)[H])[H])([H])[H])C(=O)c1c(c(c(F)c(c21)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7f0a6063eb10>,6.52081,,True,True,False,
83,C([C@@]1(C(OC([C@@](C([H])([H])[H])([N+]1(C(C(N1C([C@@]2(C(=O)N(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])C([C@@]2(C([H])([H])[H])[H])([H])[H])c2c(c(Cl)c(c(c2C1=O)[H])[H])[H])([H])[H])([H])[H])([H])[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7f097c61a110>,6.6558,,True,True,False,
84,C(N(C(=O)C1(N2C([C@@]3(C(=O)N(c4c(nc(c5c(c(c(c(c45)[H])[H])[H])[H])[H])[H])C([C@@]3(C([H])([H])[H])[H])([H])[H])c3c(c(Cl)c(c(c3C2=O)[H])[H])[H])([H])[H])C(C1([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7f0a704cf9c0>,6.15437,,True,True,False,
85,C([C@]1(C(N(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])C(=O)[C@]21C(N(C(c1c(oc(n1)[H])[H])([H])[H])C(=O)c1c(c(c(F)c(c21)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7f097c3e0f40>,6.55399,,True,True,False,
86,C(N(C(=O)C(N1C([C@@]2(C(=O)N(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])C([C@@]2(C(N(c2nc(nc(n2)[H])[H])[H])([H])[H])[H])([H])[H])c2c(c(Cl)c(c(c2C1=O)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7f0a60692890>,6.77476,,True,True,False,
87,C(N(C(=O)C(N1C([C@@]2(C(=O)N(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])C([C@@]2(C(n2c(c(c(n2)[H])[H])[H])([H])[H])[H])([H])[H])c2c(c(Cl)c(c(c2C1=O)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7f0a60691e90>,6.73725,,True,True,False,
88,C(C(C(=O)N1C(C(C(c2c(c(c(N(C(c3c(c(c(c(Br)c3[H])[H])[H])[H])([H])[H])C(=O)C(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])([H])[H])c(c12)[H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7f09dc24a6b0>,6.32121,,True,True,False,
89,O=C(C(c1c(nc(c2c(c(c(c(c12)[H])[H])[H])[H])[H])[H])([H])[H])N1C(C(=C(C(C(C1([H])[H])([H])[H])([H])[H])[H])[H])([H])[H],<fegrow.package.RMol object at 0x7f0a3c25d1c0>,5.08194,,True,True,False,
90,C([C@]1(C(N(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])C(=O)[C@]21C(N(C(C([N+]1(C(C(C1([H])[H])([H])[H])([H])[H])[H])([H])[H])([H])[H])C(=O)c1c(c(c(Cl)c(c21)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7f0a3c25c4f0>,6.32848,,True,True,False,
91,C([C@]1(C(N(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])C(=O)[C@]21C(N(C(c1c(nn(c1[H])[H])[H])([H])[H])C(=O)c1c(c(c(F)c(c21)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7f0a1c4a1210>,6.23666,,True,True,False,
92,O=C(C(c1c(nc(c2c(c(c(c(c12)[H])[H])[H])[H])[H])[H])([H])[H])N1C(=C(C(=C(C(=C([C@]1(c1c(c(c(c(c1[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H],<fegrow.package.RMol object at 0x7f0a1c4a2e30>,5.75666,,True,True,False,
93,C([N+](C(C(N1C([C@@]2(C(=O)N(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])C([C@@]2(C([H])([H])[H])[H])([H])[H])c2c(c(F)c(c(c2C1=O)[H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7f09bc39ef70>,5.92199,,True,True,False,
94,C(C(C(=O)[N@@+]1(C(C(C(c2c(N(C(c3c(c(c(c(Cl)c3[H])[H])[H])[H])([H])[H])C(=O)C(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])([H])[H])c(c(c(c12)[H])[H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7f0a6063c040>,6.49098,,True,True,False,
95,C(N(C(=O)C(N1C([C@@]2(C(=O)N(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])C([C@@]2(C(S(=O)(=O)N(C([H])([H])[H])C([H])([H])[H])([H])[H])[H])([H])[H])c2c(c(F)c(c(c2C1=O)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7f0a6061f240>,6.57156,,True,True,False,
96,O=C(C(c1c(nc(c2c(c(c(c(c12)[H])[H])[H])[H])[H])[H])([H])[H])N(C(c1c(c(c(c(Cl)c1[H])[H])[H])[H])([H])[H])[H],<fegrow.package.RMol object at 0x7f0b3e1cd940>,5.07293,,True,True,False,
